group_id,id,size
1748,1222234,2
1749,1229067,1
1750,1222479,2
1751,766218,1
1752,1310461,4
1753,692349,4
1754,856455,1
1755,1106029,2
1756,414676,5
1757,11297,2
1758,304726,3
1759,922955,2
1760,738579,5
1761,1115070,3
1762,1371819,4
1763,1925175,1
1764,209288,2
1765,1455657,2
1766,1330769,4
1767,923760,3
1768,1744199,3
1769,2036467,2
1770,431086,3
1771,491520,1
1772,1374345,4
1773,1073497,3
1774,25873,2
1775,1039780,4
1776,1704953,3
1777,1771188,2
1778,1767836,1
1779,2059961,1
1780,1596977,1
1781,868222,2
1782,1008236,1
1783,766183,1
1784,412282,1
1785,1739749,2
1786,2083172,3
1787,1364785,3
1788,313835,2
1789,655459,3
1790,1668273,3
1791,870289,1
1792,20986,3
1793,1507036,2
1794,261976,3
1795,1264352,6
1796,1485589,2
1797,1724240,1
1798,2090041,2
1799,261021,1
1800,416892,3
1801,1474620,4
1802,1626169,1
1803,1851545,2
1804,2023392,2
1805,431280,2
1806,455086,4
1807,552932,3
1808,1888873,1
1809,1137349,1
1810,821553,4
1811,427497,2
1812,1906760,1
1813,1264051,1
1814,1674612,3
1815,175040,3
1816,417570,3
1817,2025656,3
1818,570267,3
1819,15715,1
1820,377623,3
1821,1585206,1
1822,1164481,4
1823,1412369,4
1824,1476320,4
1825,1828369,4
1826,1287505,5
1827,337056,4
1828,1762673,4
1829,543133,4
1830,1183864,3
1831,1656756,2
1832,929532,3
1833,745324,1
1834,2015300,1
1835,1323411,2
1836,465955,4
1837,1501359,1
1838,1095464,4
1839,1825862,4
1840,822450,5
1841,110075,1
1842,1678214,1
1843,309835,3
1844,1023704,3
1845,1147927,1
1846,750724,3
1847,888391,3
1848,1933667,4
1849,1043143,2
1850,1773176,4
1851,146890,1
1852,188145,4
1853,1853425,1
1854,1547036,3
1855,982738,1
1856,1189602,1
1857,1570702,2
1858,1597402,4
1859,1516513,2
1860,2057127,1
1861,199211,4
1862,1871522,3
1863,308426,1
1864,442914,1
1865,298320,4
1866,1856291,3
1867,2069118,1
1868,2056236,3
1869,268563,3
1870,651950,3
1871,577571,1
1872,828311,3
1873,1990493,4
1874,1314271,1
1875,1541685,5
1876,1845254,5
1877,1567378,1
1878,1687464,6
1879,860426,3
1880,119383,2
1881,882177,3
1882,533015,1
1883,1258107,2
1884,486131,3
1885,347770,1
1886,1735326,2
1887,1660884,1
1888,1512542,3
1889,931049,7
1890,357245,6
1891,1490672,6
1892,1098358,8
1893,708080,6
1894,1217734,2
1895,90317,7
1896,1234713,1
1897,1410699,1
1898,1749109,1
1899,1923192,1
1900,483106,4
1901,1834023,3
1902,1312945,2
1903,1783991,2
1904,1361892,1
1905,162798,4
1906,1022772,7
1907,1230809,7
1908,1953077,8
1909,988972,7
1910,1643702,7
1911,55124,6
1912,1700246,6
1913,1841510,7
1914,1579655,5
1915,1411980,7
1916,445493,7
1917,1463294,4
1918,1825154,3
1919,1703093,2
1920,523977,1
1921,466868,5
1922,171132,2
1923,2000496,2
1924,73058,1
1925,1826870,1
1926,40960,1
1927,1080969,8
1928,1170077,1
1929,974088,3
1930,1063806,4
1931,522032,4
1932,901652,1
1933,570540,3
1934,1630055,3
1935,1369183,1
1936,1369966,3
1937,612084,2
1938,107173,1
1939,410496,1
1940,328350,1
1941,636327,5
1942,1603570,5
1943,884260,1
1944,2062993,1
1945,1019775,2
1946,286974,3
1947,1707729,4
1948,1811210,1
1949,651242,4
1950,816259,4
1951,1274841,1
1952,1320383,1
1953,1646290,1
1954,1179412,3
1955,163829,5
1956,1815158,4
1957,97314,1
1958,1558970,1
1959,1974140,3
1960,1314006,1
1961,270989,1
1962,329223,2
1963,1322523,6
1964,1047819,3
1965,1921770,1
1966,1108132,4
1967,532442,3
1968,183761,1
1969,1528120,5
1970,497553,1
1971,849521,1
1972,1589022,2
1973,1839291,1
1974,1944302,1
1975,1243564,2
1976,168368,4
1977,436886,2
1978,1491271,2
1979,1350777,2
1980,465853,1
1981,834723,4
1982,1647710,4
1983,1181119,1
1984,137252,3
1985,2083152,1
1986,603629,1
1987,446303,4
1988,874650,1
1989,253216,5
1990,1272536,1
1991,42721,1
1992,935265,3
1993,1713815,1
1994,1711922,1
1995,1855710,1
1996,1846955,3
1997,305217,1
1998,1269117,5
1999,946134,1
2000,14100,4
2001,1465836,1
2002,637544,1
2003,1293651,4
2004,2048882,1
2005,678349,1
2006,307809,4
2007,112328,1
2008,1732670,3
2009,1466013,2
2010,980947,4
2011,248850,1
2012,289304,3
2013,383773,1
2014,1399625,3
2015,380913,4
2016,1743013,4
2017,1662990,6
2018,1539623,2
2019,2095051,1
2020,2093498,3
2021,500247,4
2022,1160464,1
2023,1074970,1
2024,1061759,2
2025,367611,3
2026,1159867,2
2027,1810447,2
2028,1635527,1
2029,1049103,2
2030,217208,3
2031,481736,4
2032,578682,3
2033,166723,3
2034,1156947,1
2035,1562191,1
2036,1846978,1
2037,1620233,1
2038,1567292,1
2039,1116214,1
2040,1344899,1
2041,2080929,4
2042,1255767,1
2043,924677,4
2044,89618,1
2045,1140651,2
2046,1276449,2
2047,113946,3
2048,864833,3
2049,1311549,2
2050,274315,1
2051,405999,5
2052,1687029,1
2053,1320098,2
2054,1864260,1
2055,2096096,2
2056,573534,1
2057,951610,7
2058,1401338,8
2059,1095309,1
2060,233749,6
2061,540495,6
2062,1958435,7
2063,1246003,8
2064,209473,7
2065,392618,6
2066,787178,7
2067,348714,4
2068,724552,3
2069,865742,5
2070,1668820,1
2071,194147,4
2072,620478,1
2073,625289,3
2074,141459,4
2075,1524632,4
2076,1781546,1
2077,1238170,4
2078,159418,2
2079,212805,4
2080,1775015,3
2081,1950138,4
2082,87021,1
2083,810212,1
2084,1566005,4
2085,2007515,1
2086,684997,4
2087,903704,4
2088,1377591,4
2089,1377615,1
2090,1501470,2
2091,1853179,2
2092,1286289,3
2093,1758925,2
2094,1432249,1
2095,181166,4
2096,1314691,1
2097,1711758,1
2098,1376886,4
2099,230553,3
2100,795970,2
2101,1517929,2
2102,10371,1
2103,816686,1
2104,942243,3
2105,769058,4
2106,2093425,1
2107,1760049,1
2108,596632,4
2109,1392770,2
2110,211669,2
2111,1100918,3
2112,292339,1
2113,1482730,4
2114,1295719,4
2115,166250,5
2116,215422,4
2117,1828090,3
2118,1960662,3
2119,1693328,3
2120,670536,2
2121,1816522,3
2122,1473040,2
2123,617788,1
2124,157752,1
2125,1583272,2
2126,108559,1
2127,2091832,1
2128,516705,4
2129,1279558,3
2130,605486,3
2131,1097184,2
2132,445691,5
2133,628480,1
2134,2093604,6
2135,2025045,1
2136,399477,4
2137,1511028,2
2138,1097988,2
2139,96504,1
2140,571588,1
2141,832505,1
2142,2057828,3
2143,1039702,1
2144,2056864,5
2145,675612,2
2146,1628253,1
2147,590879,1
2148,193091,1
2149,474586,1
2150,130373,4
2151,161411,4
2152,33136,2
2153,1078883,2
2154,130895,1
2155,535082,1
2156,936244,1
2157,598194,3
2158,1969388,1
2159,1742829,4
2160,1946546,1
2161,1820085,1
2162,443085,3
2163,1807704,4
2164,1342989,3
2165,1945950,2
2166,1301820,4
2167,1334702,2
2168,209419,2
2169,103422,5
2170,1136377,1
2171,1350021,1
2172,302996,1
2173,780482,5
2174,1996147,2
2175,598945,1
2176,2020630,4
2177,2039032,1
2178,217701,1
2179,600044,1
2180,1066624,2
2181,962522,4
2182,1034322,1
2183,1324567,5
2184,1797389,3
2185,1697657,1
2186,603369,2
2187,1398476,2
2188,1767796,2
2189,461178,3
2190,346310,5
2191,238807,3
2192,1804733,4
2193,1119879,1
2194,113536,5
2195,428418,4
2196,1614473,1
2197,211472,2
2198,425037,2
2199,1385104,1
2200,564169,1
2201,473436,4
2202,590785,3
2203,33030,1
2204,894080,1
2205,1190140,5
2206,1835861,2
2207,1887458,3
2208,756207,4
2209,166855,3
2210,1058644,1
2211,1478594,2
2212,44621,4
2213,1876730,3
2214,1318910,1
2215,1690685,1
2216,596672,1
2217,713519,1
2218,1295908,1
2219,1106024,4
2220,270465,1
2221,1427861,2
2222,2016064,1
2223,300794,3
2224,921700,1
2225,1150140,2
2226,1205855,3
2227,139452,2
2228,1206441,4
2229,1687109,2
2230,1759070,1
2231,880281,4
2232,1420053,3
2233,1518067,4
2234,1678482,4
2235,1795965,2
2236,1516483,1
2237,163791,1
2238,1789940,1
2239,1528850,5
2240,1165018,1
2241,1425300,4
2242,1865730,1
2243,692554,5
2244,1899215,1
2245,1427587,4
2246,811009,1
2247,1155470,2
2248,32993,4
2249,845135,1
2250,492817,5
2251,174348,3
2252,1823379,1
2253,1431936,2
2254,1584822,2
2255,1772512,1
2256,296394,4
2257,1551150,5
2258,801477,4
2259,359592,4
2260,1497281,1
2261,788735,1
2262,279326,4
2263,1280996,4
2264,173232,1
2265,31954,3
2266,1520987,4
2267,709279,1
2268,1483829,1
2269,339461,1
2270,867873,4
2271,1137078,3
2272,760539,3
2273,734438,4
2274,1045425,2
2275,1119534,4
2276,746567,4
2277,520524,1
2278,1095099,1
2279,573237,1
2280,1710343,2
2281,685884,1
2282,1048959,1
2283,1459639,2
2284,512609,1
2285,1822104,4
2286,473285,4
2287,1778857,2
2288,1535398,5
2289,1671779,2
2290,874070,1
2291,2043831,5
2292,1186904,2
2293,2083653,1
2294,1475268,2
2295,403432,1
2296,1287457,4
2297,1539356,2
2298,404079,2
2299,1947014,5
2300,1651667,6
2301,419271,4
2302,1854510,2
2303,464613,1
2304,104120,5
2305,1669211,5
2306,1919993,2
2307,565351,1
2308,1224221,3
2309,352086,4
2310,1201916,1
2311,1278729,3
2312,1766609,2
2313,861673,4
2314,1456874,1
2315,2022703,1
2316,539385,3
2317,1563921,3
2318,1573071,3
2319,545196,1
2320,82707,1
2321,1053453,2
2322,1142664,3
2323,1880065,1
2324,726680,1
2325,1022072,2
2326,821176,3
2327,583967,5
2328,2059488,1
2329,1724998,2
2330,17612,2
2331,217095,1
2332,1095102,4
2333,1606701,4
2334,1420417,1
2335,1466831,4
2336,1479240,1
2337,1719710,3
2338,1323905,1
2339,1813385,5
2340,1594508,1
2341,336338,1
2342,227192,1
2343,1009525,2
2344,921294,3
2345,1118450,1
2346,1993958,1
2347,391164,3
2348,570749,1
2349,167523,1
2350,469357,1
2351,860381,1
2352,903174,1
2353,1149884,1
2354,1363727,1
2355,260018,4
2356,1576452,1
2357,1088533,1
2358,122907,4
2359,1743546,1
2360,1242773,1
2361,1391753,5
2362,141039,4
2363,1069800,2
2364,983958,4
2365,1504179,1
2366,1502858,2
2367,1784467,1
2368,1406001,3
2369,1030805,1
2370,1782426,1
2371,953856,5
2372,1573919,6
2373,1613418,2
2374,694642,4
2375,169093,5
2376,896061,1
2377,1209234,3
2378,926364,5
2379,380073,4
2380,1509197,2
2381,1707341,4
2382,1284960,3
2383,342549,1
2384,2000894,2
2385,1015390,3
2386,883270,6
2387,1023477,6
2388,1828054,6
2389,717547,7
2390,527263,6
2391,1276862,1
2392,1554806,1
2393,1885017,1
2394,1317846,2
2395,1932440,5
2396,1394901,1
2397,893833,3
2398,1860913,1
2399,1978512,2
2400,251539,3
2401,1524136,3
2402,137622,1
2403,2087553,4
2404,415286,4
2405,1862792,3
2406,1234761,1
2407,556129,3
2408,616886,3
2409,1059177,3
2410,1852869,4
2411,1472727,3
2412,1984722,2
2413,822936,1
2414,1504153,4
2415,818409,1
2416,1714293,5
2417,1620753,4
2418,1685871,2
2419,1088678,1
2420,1402231,4
2421,119808,3
2422,1374949,2
2423,1120019,4
2424,1171244,2
2425,1413464,5
2426,1309149,1
2427,126850,3
2428,1196605,1
2429,1458508,2
2430,390112,2
2431,982081,3
2432,317167,1
2433,488651,1
2434,422300,1
2435,455752,1
2436,1207988,2
2437,1416116,1
2438,1988493,2
2439,770804,3
2440,434825,3
2441,1790293,3
2442,588529,4
2443,7680,4
2444,1176894,5
2445,2048286,3
2446,1010409,2
2447,681480,1
2448,983170,1
2449,1505513,1
2450,750163,1
2451,1217570,4
2452,154530,1
2453,740139,1
2454,896833,3
2455,1323128,3
2456,1721903,3
2457,1738952,1
2458,1898686,1
2459,217385,1
2460,687631,1
2461,553665,4
2462,1906309,4
2463,1167255,2
2464,258464,2
2465,1051684,1
2466,1781105,1
2467,503822,1
2468,1316642,3
2469,2037687,2
2470,220382,2
2471,1867519,6
2472,1379144,4
2473,1467688,5
2474,523641,1
2475,1658611,3
2476,847749,5
2477,1696753,1
2478,386585,1
2479,1367143,3
2480,1100779,2
2481,191538,4
2482,557608,1
2483,1614854,1
2484,1482891,5
2485,365259,1
2486,1856072,2
2487,1034525,2
2488,1946527,3
2489,60633,1
2490,175246,4
2491,752231,1
2492,1161861,3
2493,271017,1
2494,1991592,1
2495,324556,1
2496,1002298,3
2497,129051,4
2498,921888,1
2499,474843,1
2500,1723967,1
2501,203569,3
2502,502192,5
2503,593798,1
2504,260080,3
2505,272033,1
2506,1072884,1
2507,1561391,1
2508,736288,1
2509,1360635,1
2510,475197,1
2511,2001629,3
2512,551933,42
2513,575508,1
2514,129113,44
2515,1692091,39
2516,122981,1
2517,1785546,1
2518,759991,5
2519,395694,1
2520,904007,1
2521,1545631,2
2522,870287,34
2523,1038231,1
2524,956251,5
2525,1926347,1
2526,29232,5
2527,603810,35
2528,1150130,3
2529,1852033,1
2530,947419,1
2531,1929624,1
2532,1132882,3
2533,1401329,1
2534,750943,34
2535,1081428,33
2536,114462,1
2537,1880302,1
2538,1528827,5
2539,1520446,1
2540,1269018,1
2541,925219,1
2542,1803738,1
2543,201393,1
2544,1799156,7
2545,241275,1
2546,2082556,7
2547,699809,3
2548,1293802,3
2549,585722,1
2550,230129,5
2551,1122884,1
2552,1162307,4
2553,1159870,37
2554,1322472,1
2555,146719,4
2556,576890,5
2557,1376643,4
2558,1439666,2
2559,77985,1
2560,1470065,31
2561,671868,1
2562,1339814,5
2563,320392,1
2564,2011512,1
2565,554218,1
2566,746798,7
2567,1922662,1
2568,441240,4
2569,1562186,7
2570,404087,1
2571,47441,1
2572,930960,1
2573,73977,7
2574,1195510,1
2575,643997,4
2576,2030871,1
2577,1321313,4
2578,234704,36
2579,161437,5
2580,1858909,1
2581,786543,43
2582,849807,1
2583,1685422,1
2584,1198178,4
2585,1223245,43
2586,1722945,6
2587,1288884,1
2588,430724,5
2589,1315890,5
2590,321864,1
2591,1667325,1
2592,2043478,1
2593,74204,1
2594,521178,1
2595,1556680,35
2596,905938,1
2597,327664,5
2598,1872654,44
2599,532203,1
2600,1728248,1
2601,1635041,1
2602,1706569,4
2603,1733342,2
2604,948452,1
2605,1325110,4
2606,407716,2
2607,788497,6
2608,461180,5
2609,1180843,2
2610,1469139,3
2611,1964698,6
2612,1644823,4
2613,1636956,3
2614,686305,6
2615,241490,3
2616,814498,7
2617,1193976,3
2618,50126,2
2619,2094468,6
2620,1928075,3
2621,1865375,3
2622,549394,4
2623,830550,3
2624,34522,3
2625,1123817,4
2626,1386980,7
2627,1397828,2
2628,1771428,5
2629,1188775,3
2630,162417,5
2631,1623195,4
2632,462367,4
2633,158818,2
2634,1476464,5
2635,1643707,4
2636,1552998,4
