,0
2499,816099
2500,816196
2501,816550
2502,816686
2503,816813
2504,818140
2505,818338
2506,818411
2507,818521
2508,818720
2509,819081
2510,819126
2511,819869
2512,821075
2513,821721
2514,821837
2515,821874
2516,822450
2517,822469
2518,822775
2519,822936
2520,823565
2521,823949
2522,824298
2523,825258
2524,825466
2525,825652
2526,825722
2527,826185
2528,827020
2529,827113
2530,827231
2531,827251
2532,827389
2533,827522
2534,827800
2535,828311
2536,828414
2537,828939
2538,829257
2539,829460
2540,829817
2541,829904
2542,830650
2543,831214
2544,831322
2545,831670
2546,832080
2547,832505
2548,832662
2549,833015
2550,833204
2551,833388
2552,833413
2553,833459
2554,833743
2555,834723
2556,834854
2557,834954
2558,835106
2559,835640
2560,835786
2561,835984
2562,836400
2563,836420
2564,836515
2565,836620
2566,836726
2567,836758
2568,837420
2569,837587
2570,837846
2571,837947
2572,837989
2573,838026
2574,838237
2575,838722
2576,838917
2577,839308
2578,839322
2579,840358
2580,840480
2581,841206
2582,841314
2583,841348
2584,841552
2585,842645
2586,842853
2587,843142
2588,843206
2589,844016
2590,844301
2591,844319
2592,845051
2593,845135
2594,845407
2595,845597
2596,846280
2597,846631
2598,846638
2599,847239
2600,848155
2601,848245
2602,848800
2603,848858
2604,849110
2605,849388
2606,849521
2607,850324
2608,851281
2609,851555
2610,851838
2611,852542
2612,853432
2613,853917
2614,854137
2615,854271
2616,854341
2617,855137
2618,855159
2619,855493
2620,855712
2621,856067
2622,856425
2623,857752
2624,857824
2625,858135
2626,858816
2627,858902
2628,859038
2629,859113
2630,859626
2631,860381
2632,860426
2633,860772
2634,861665
2635,861673
2636,861939
2637,862889
2638,863011
2639,863249
2640,863916
2641,863925
2642,864018
2643,864634
2644,864696
2645,864833
2646,865019
2647,865604
2648,866007
2649,866580
2650,866988
2651,867286
2652,867873
2653,868222
2654,868391
2655,868805
2656,869045
2657,869478
2658,869640
2659,869906
2660,870188
2661,870289
2662,870379
2663,871111
2664,871333
2665,871433
2666,871450
2667,871672
2668,871747
2669,872187
2670,872585
2671,872624
2672,872825
2673,873104
2674,873143
2675,873560
2676,874070
2677,874447
2678,874887
2679,875263
2680,875548
2681,875863
2682,876501
2683,876503
2684,876572
2685,877947
2686,878118
2687,878281
2688,878306
2689,878407
2690,878878
2691,879255
2692,879534
2693,879813
2694,879855
2695,880093
2696,880619
2697,880814
2698,881043
2699,881249
2700,882208
2701,882360
2702,882743
2703,883270
2704,883588
2705,883776
2706,884260
2707,884342
2708,884409
2709,884921
2710,884972
2711,885164
2712,885299
2713,885546
2714,885675
2715,885725
2716,886397
2717,886431
2718,886959
2719,887962
2720,888391
2721,889064
2722,889616
2723,890518
2724,890800
2725,891094
2726,891456
2727,891466
2728,891798
2729,891979
2730,892547
2731,892578
2732,892626
2733,893229
2734,893388
2735,893833
2736,894080
2737,895792
2738,895998
2739,896061
2740,896242
2741,896394
2742,896476
2743,896487
2744,896600
2745,896833
2746,896882
2747,896994
2748,897528
2749,898576
2750,898709
2751,900405
2752,901297
2753,901374
2754,901536
2755,901652
2756,902299
2757,902702
2758,902902
2759,903174
2760,903262
2761,903704
2762,903769
2763,904007
2764,904030
2765,904228
2766,904529
2767,904539
2768,904716
2769,906308
2770,906856
2771,907043
2772,909048
2773,910050
2774,910527
2775,910911
2776,910939
2777,911140
2778,911693
2779,912123
2780,912170
2781,912353
2782,912623
2783,912624
2784,913258
2785,913508
2786,913511
2787,913806
2788,914298
2789,914653
2790,914682
2791,914933
2792,915409
2793,915755
2794,916188
2795,916271
2796,916428
2797,916602
2798,916734
2799,917279
2800,917355
2801,917809
2802,918004
2803,918404
2804,918738
2805,919293
2806,919488
2807,919500
2808,919709
2809,919861
2810,919935
2811,919985
2812,920179
2813,920654
2814,920764
2815,920852
2816,920903
2817,921294
2818,921389
2819,921586
2820,921815
2821,922250
2822,922325
2823,922332
2824,922651
2825,922955
2826,922969
2827,923068
2828,923554
2829,923585
2830,923760
2831,924187
2832,924388
2833,925094
2834,925219
2835,925670
2836,926364
2837,927280
2838,927415
2839,927542
2840,927850
2841,928260
2842,928330
2843,928667
2844,928842
2845,929454
2846,929523
2847,929532
2848,929682
2849,930115
2850,930161
2851,930385
2852,930531
2853,930960
2854,931049
2855,931476
2856,932649
2857,932654
2858,932733
2859,932809
2860,934306
2861,934704
2862,934929
2863,935776
2864,935954
2865,936244
2866,936941
2867,937230
2868,937477
2869,938274
2870,938574
2871,938700
2872,938712
2873,939176
2874,939295
2875,939374
2876,939665
2877,939891
2878,939927
2879,940341
2880,940564
2881,941146
2882,941228
2883,941235
2884,941481
2885,941906
2886,942085
2887,942089
2888,942451
2889,942816
2890,943291
2891,943665
2892,943910
2893,944133
2894,945257
2895,945534
2896,946134
2897,946369
2898,946866
2899,947258
2900,947320
2901,947415
2902,947419
2903,947678
2904,947796
2905,947820
2906,948452
2907,948459
2908,949503
2909,949863
2910,950113
2911,950135
2912,950532
2913,950716
2914,950729
2915,951941
2916,952202
2917,952542
2918,953237
2919,953272
2920,953336
2921,953651
2922,953838
2923,954277
2924,954782
2925,954790
2926,954958
2927,955141
2928,955294
2929,955624
2930,956179
2931,956228
2932,956264
2933,956988
2934,957036
2935,957350
2936,958301
2937,958399
2938,958832
2939,959272
2940,959623
2941,960439
2942,961328
2943,961383
2944,962058
2945,962171
2946,962457
2947,962522
2948,962936
2949,962998
2950,963148
2951,963248
2952,963249
2953,963275
2954,963448
2955,965396
2956,965666
2957,965731
2958,966068
2959,966340
2960,966656
2961,966736
2962,967020
2963,967137
2964,967171
2965,968110
2966,968310
2967,968830
2968,968967
2969,969097
2970,969256
2971,969451
2972,969502
2973,969955
2974,970012
2975,970160
2976,970490
2977,970547
2978,971422
2979,971995
2980,972171
2981,972383
2982,972519
2983,973062
2984,973383
2985,973520
2986,973634
2987,973673
2988,974019
2989,974088
2990,974159
2991,974401
2992,974810
2993,975742
2994,976199
2995,976760
2996,976932
2997,977149
2998,978154
2999,978367
3000,978435
3001,978753
3002,978893
3003,979599
3004,979804
3005,980276
3006,980712
3007,980947
3008,980953
3009,982081
3010,982260
3011,982738
3012,983170
3013,983590
3014,983949
3015,983958
3016,984014
3017,984067
3018,984398
3019,984542
3020,984561
3021,984793
3022,985107
3023,985195
3024,985277
3025,986349
3026,986641
3027,987019
3028,987300
3029,987489
3030,987495
3031,987759
3032,987998
3033,989326
3034,989438
3035,989604
3036,990296
3037,990811
3038,992045
3039,992263
3040,992800
3041,992928
3042,993422
3043,993663
3044,993678
3045,994072
3046,994461
3047,994583
3048,995292
3049,996258
3050,996950
3051,997101
3052,997755
3053,998036
3054,998192
3055,998537
3056,998575
3057,999011
3058,999107
3059,999462
3060,999764
3061,999970
3062,1000618
3063,1000708
3064,1000788
3065,1001032
3066,1001533
3067,1001992
3068,1002250
3069,1002385
3070,1002882
3071,1003120
3072,1003128
3073,1004332
3074,1004399
3075,1005456
3076,1005479
3077,1005513
3078,1006879
3079,1007008
3080,1007694
3081,1007980
3082,1008021
3083,1008236
3084,1008448
3085,1008801
3086,1008896
3087,1009525
3088,1009817
3089,1010003
3090,1010409
3091,1010543
3092,1010658
3093,1010732
3094,1010763
3095,1010817
3096,1010841
3097,1011112
3098,1011289
3099,1011648
3100,1012604
3101,1012919
3102,1012935
3103,1013087
3104,1013169
3105,1013417
3106,1013683
3107,1013867
3108,1014080
3109,1014319
3110,1014656
3111,1014712
3112,1015059
3113,1015826
3114,1016471
3115,1016590
3116,1016895
3117,1017423
3118,1017662
3119,1019429
3120,1019827
3121,1020418
3122,1020918
3123,1021092
3124,1021169
3125,1021800
3126,1021931
3127,1021963
3128,1022105
3129,1022441
3130,1022662
3131,1022722
3132,1023344
3133,1023477
3134,1023506
3135,1023869
3136,1024520
3137,1024864
3138,1024884
3139,1025037
3140,1025406
3141,1025781
3142,1027276
3143,1027294
3144,1027483
3145,1027797
3146,1028027
3147,1028085
3148,1028749
3149,1029542
3150,1030196
3151,1030333
3152,1030776
3153,1030805
3154,1030897
3155,1031649
3156,1031660
3157,1031879
3158,1032029
3159,1032058
3160,1032283
3161,1032514
3162,1033337
3163,1033375
3164,1034308
3165,1034322
3166,1034332
3167,1034871
3168,1035530
3169,1035740
3170,1036789
3171,1037938
3172,1037962
3173,1038231
3174,1038396
3175,1038617
3176,1038735
3177,1038782
3178,1039362
3179,1039702
3180,1039753
3181,1039958
3182,1040124
3183,1042390
3184,1042844
3185,1043143
3186,1044611
3187,1044665
3188,1044979
3189,1045021
3190,1045174
3191,1045382
3192,1045438
3193,1046264
3194,1046518
3195,1046688
3196,1047819
3197,1048798
3198,1048959
3199,1048966
3200,1049103
3201,1049333
3202,1049446
3203,1050367
3204,1051641
3205,1051684
3206,1052726
3207,1052740
3208,1052920
3209,1053403
3210,1053453
3211,1055496
3212,1055579
3213,1055682
3214,1055691
3215,1056187
3216,1056703
3217,1057485
3218,1058549
3219,1058571
3220,1058644
3221,1058673
3222,1059177
3223,1059462
3224,1059623
3225,1059756
3226,1059914
3227,1060589
3228,1061215
3229,1061402
3230,1061543
3231,1061759
3232,1061778
3233,1062209
3234,1062421
3235,1063223
3236,1063750
3237,1063806
3238,1065048
3239,1065547
3240,1066335
3241,1067283
3242,1067814
3243,1067956
3244,1068186
3245,1068817
3246,1068896
3247,1069549
3248,1069800
3249,1070212
3250,1070531
3251,1070639
3252,1071486
3253,1071690
3254,1072382
3255,1072884
3256,1074159
3257,1074468
3258,1074970
3259,1075202
3260,1075446
3261,1075494
3262,1075706
3263,1076254
3264,1076477
3265,1076581
3266,1078353
3267,1078699
3268,1078759
3269,1078883
3270,1079011
3271,1079812
3272,1079864
3273,1080738
3274,1080834
3275,1080859
3276,1080969
3277,1081096
3278,1081484
3279,1081552
3280,1081674
3281,1082022
3282,1082547
3283,1083263
3284,1084500
3285,1084503
3286,1084813
3287,1084959
3288,1085806
3289,1086053
3290,1086187
3291,1086360
3292,1086519
3293,1087254
3294,1088140
3295,1088488
3296,1088533
3297,1088607
3298,1088678
3299,1089132
3300,1089191
3301,1089305
3302,1089690
3303,1089795
3304,1089925
3305,1089957
3306,1090434
3307,1090736
3308,1091602
3309,1091991
3310,1092295
3311,1092525
3312,1092832
3313,1092913
3314,1093055
3315,1093081
3316,1094071
3317,1094961
3318,1095099
3319,1095102
3320,1095420
3321,1095464
3322,1095836
3323,1096420
3324,1096690
3325,1097214
3326,1097988
3327,1098136
3328,1098358
3329,1099240
3330,1099345
3331,1099687
3332,1100159
3333,1100326
3334,1101250
3335,1101472
3336,1102394
3337,1102428
3338,1102435
3339,1102616
3340,1103365
3341,1103520
3342,1103750
3343,1104264
3344,1104900
3345,1104960
3346,1105197
3347,1105201
3348,1105427
3349,1105834
3350,1106029
3351,1106410
3352,1106452
3353,1106618
3354,1106652
3355,1106999
3356,1107067
3357,1107698
3358,1107833
3359,1108132
3360,1108405
3361,1108483
3362,1108973
3363,1109022
3364,1109173
3365,1109234
3366,1109328
3367,1109827
3368,1110065
3369,1110499
3370,1111309
3371,1111313
3372,1112165
3373,1112410
3374,1112414
3375,1113108
3376,1114109
3377,1114532
3378,1115229
3379,1115434
3380,1115809
3381,1115813
3382,1115836
3383,1115919
3384,1116130
3385,1116140
3386,1116214
3387,1116329
3388,1116330
3389,1116730
3390,1117699
3391,1118027
3392,1118070
3393,1118117
3394,1118450
3395,1118800
3396,1119534
3397,1119629
3398,1119879
3399,1120019
3400,1120636
3401,1120951
3402,1121338
3403,1122128
3404,1122884
3405,1122941
3406,1123691
3407,1124046
3408,1124207
3409,1125378
3410,1125646
3411,1126251
3412,1126403
3413,1126814
3414,1127216
3415,1127780
3416,1128373
3417,1128427
3418,1128455
3419,1128580
3420,1128869
3421,1128912
3422,1130119
3423,1130268
3424,1130496
3425,1131984
3426,1132076
3427,1132521
3428,1132882
3429,1133806
3430,1134427
3431,1134821
3432,1134831
3433,1134897
3434,1135093
3435,1135276
3436,1135698
3437,1135770
3438,1135791
3439,1135908
3440,1136315
3441,1136377
3442,1136565
3443,1136963
3444,1137349
3445,1137840
3446,1138286
3447,1138323
3448,1138406
3449,1138947
3450,1140239
3451,1140349
3452,1140606
3453,1140651
3454,1140789
3455,1141551
3456,1141915
3457,1142232
3458,1142347
3459,1142377
3460,1142491
3461,1142664
3462,1142698
3463,1143027
3464,1143242
3465,1143660
3466,1143856
3467,1144228
3468,1144531
3469,1144598
3470,1144742
3471,1144933
3472,1145752
3473,1146036
3474,1146756
3475,1146988
3476,1147405
3477,1147927
3478,1148243
3479,1149522
3480,1149949
3481,1150627
3482,1150798
3483,1151517
3484,1151635
3485,1151723
3486,1152153
3487,1152260
3488,1152327
3489,1152728
3490,1152737
3491,1153036
3492,1153044
3493,1153287
3494,1153455
3495,1153486
3496,1153615
3497,1154170
3498,1154245
3499,1154392
3500,1155184
3501,1155219
3502,1155253
3503,1155277
3504,1155470
3505,1155666
3506,1155936
3507,1155997
3508,1156155
3509,1156557
3510,1156573
3511,1156815
3512,1156938
3513,1156947
3514,1157259
3515,1157581
3516,1158442
3517,1158599
3518,1158920
3519,1159022
3520,1159180
3521,1159233
3522,1159254
3523,1160464
3524,1161861
3525,1161889
3526,1162449
3527,1162853
3528,1163644
3529,1163825
3530,1164481
3531,1164505
3532,1164697
3533,1164755
3534,1164974
3535,1165018
3536,1165425
3537,1166692
3538,1166845
3539,1167255
3540,1167284
3541,1167555
3542,1168221
3543,1169163
3544,1169440
3545,1169631
3546,1170077
3547,1170107
3548,1171139
3549,1171244
3550,1171272
3551,1171383
3552,1171409
3553,1171434
3554,1171499
3555,1172049
3556,1172699
3557,1173017
3558,1173915
3559,1174028
3560,1174742
3561,1174886
3562,1174929
3563,1174961
3564,1175115
3565,1175122
3566,1175281
3567,1175862
3568,1175874
3569,1175999
3570,1176471
3571,1176894
3572,1176935
3573,1177549
3574,1178195
3575,1178625
3576,1178973
3577,1179022
3578,1179337
3579,1179471
3580,1180391
3581,1180438
3582,1180630
3583,1180872
3584,1180904
3585,1180958
3586,1181068
3587,1181119
3588,1181497
3589,1181888
3590,1182162
3591,1182208
3592,1182572
3593,1182901
3594,1182950
3595,1183766
3596,1183864
3597,1183890
3598,1184040
3599,1184365
3600,1184905
3601,1185003
3602,1185012
3603,1185685
3604,1185688
3605,1186227
3606,1186622
3607,1186904
3608,1187061
3609,1187304
3610,1187497
3611,1187902
3612,1188585
3613,1188657
3614,1188959
3615,1189267
3616,1189602
3617,1189797
3618,1189975
3619,1190140
3620,1190250
3621,1190398
3622,1190482
3623,1191555
3624,1191716
3625,1192199
3626,1192446
3627,1192448
3628,1192765
3629,1193497
3630,1193880
3631,1194115
3632,1194932
3633,1195226
3634,1195307
3635,1195510
3636,1195555
3637,1195660
3638,1196189
3639,1196253
3640,1196426
3641,1196473
3642,1196605
3643,1196711
3644,1196999
3645,1197119
3646,1197255
3647,1198178
3648,1198261
3649,1198310
3650,1198534
3651,1198950
3652,1199501
3653,1199860
3654,1200333
3655,1200605
3656,1200858
3657,1200871
3658,1201079
3659,1201562
3660,1201653
3661,1201815
3662,1201916
3663,1202675
3664,1202957
3665,1202975
3666,1203045
3667,1203064
3668,1203179
3669,1203180
3670,1203480
3671,1204547
3672,1204799
3673,1205005
3674,1205101
3675,1205744
3676,1206646
3677,1206784
3678,1207403
3679,1207462
3680,1207949
3681,1207988
3682,1208350
3683,1208756
3684,1208918
3685,1209128
3686,1209234
3687,1209474
3688,1209628
3689,1209830
3690,1210500
3691,1210589
3692,1210755
3693,1210985
3694,1211295
3695,1211560
3696,1212680
3697,1212693
3698,1213907
3699,1214082
3700,1214692
3701,1215114
3702,1215188
3703,1215897
3704,1215996
3705,1216041
3706,1216196
3707,1216773
3708,1216859
3709,1216882
3710,1216982
3711,1217112
3712,1217734
3713,1217774
3714,1217871
3715,1218201
3716,1218398
3717,1218647
3718,1219287
3719,1219590
3720,1219615
3721,1220077
3722,1221080
3723,1221432
3724,1221553
3725,1221593
3726,1221753
3727,1221844
3728,1221993
3729,1222234
3730,1222479
3731,1223248
3732,1223310
3733,1223353
3734,1223634
3735,1223778
3736,1224221
3737,1224245
3738,1224859
3739,1224921
3740,1225156
3741,1225213
3742,1226244
3743,1226336
3744,1226515
3745,1227009
3746,1227589
3747,1228166
3748,1229067
3749,1229137
3750,1229276
3751,1229444
3752,1229466
3753,1229505
3754,1230079
3755,1230425
3756,1230925
3757,1231046
3758,1232924
3759,1232939
3760,1233136
3761,1233488
3762,1233506
3763,1233831
3764,1234191
3765,1234250
3766,1234698
3767,1234713
3768,1234761
3769,1235058
3770,1235149
3771,1236449
3772,1236601
3773,1237157
3774,1237523
3775,1237644
3776,1237753
3777,1238170
3778,1238507
3779,1239885
3780,1240525
3781,1240560
3782,1240905
3783,1240976
3784,1241012
3785,1241159
3786,1242053
3787,1242683
3788,1242773
3789,1243032
3790,1243126
3791,1243186
3792,1243238
3793,1243283
3794,1243456
3795,1243677
3796,1243914
3797,1244133
3798,1244134
3799,1244181
3800,1244495
3801,1244645
3802,1244689
3803,1245603
3804,1245993
3805,1246650
3806,1246785
3807,1247388
3808,1247739
3809,1248154
3810,1248261
3811,1248270
3812,1249617
3813,1250700
3814,1250941
3815,1251137
3816,1251229
3817,1251712
3818,1251853
3819,1252903
3820,1253108
3821,1253374
3822,1254510
3823,1254772
3824,1256908
3825,1257219
3826,1257635
3827,1258107
3828,1258281
3829,1258904
3830,1259811
3831,1259987
3832,1260302
3833,1260679
3834,1261486
3835,1261583
3836,1263214
3837,1264051
3838,1264820
3839,1264945
3840,1265366
3841,1265823
3842,1265839
3843,1266325
3844,1266366
3845,1267345
3846,1267918
3847,1268693
3848,1269504
3849,1270017
3850,1270542
3851,1270619
3852,1271634
3853,1272013
3854,1272175
3855,1272536
3856,1272617
3857,1273322
3858,1274574
3859,1274671
3860,1274841
3861,1275173
3862,1276365
3863,1276624
3864,1276675
3865,1276862
3866,1277112
3867,1277692
3868,1277912
3869,1278084
3870,1279049
3871,1279087
3872,1279224
3873,1279908
3874,1280655
3875,1280718
3876,1280724
3877,1280731
3878,1280903
3879,1280922
3880,1281274
3881,1281365
3882,1281612
3883,1281941
3884,1282103
3885,1282682
3886,1283037
3887,1283332
3888,1283756
3889,1283826
3890,1284282
3891,1284587
3892,1284691
3893,1284960
3894,1285212
3895,1285841
3896,1286289
3897,1286459
3898,1287048
3899,1287441
3900,1287457
3901,1287834
3902,1287957
3903,1288335
3904,1288670
3905,1288884
3906,1290405
3907,1291642
3908,1291721
3909,1291862
3910,1292409
3911,1293978
3912,1294321
3913,1295158
3914,1295204
3915,1295630
3916,1295719
3917,1295908
3918,1296115
3919,1296179
3920,1296473
3921,1296711
3922,1297607
3923,1297787
3924,1297877
3925,1298017
3926,1298097
3927,1298512
3928,1299176
3929,1299293
3930,1300247
3931,1300405
3932,1300657
3933,1300737
3934,1300998
3935,1301074
3936,1302430
3937,1302503
3938,1303315
3939,1303632
3940,1303823
3941,1303995
3942,1304803
3943,1305659
3944,1305893
3945,1306175
3946,1306211
3947,1306895
3948,1307739
3949,1307831
3950,1308552
3951,1308854
3952,1308960
3953,1309149
3954,1309498
3955,1309765
3956,1309968
3957,1310270
3958,1310370
3959,1310438
3960,1310461
3961,1310592
3962,1310612
3963,1310747
3964,1311363
3965,1311571
3966,1312187
3967,1312945
3968,1313613
3969,1313620
3970,1314006
3971,1314202
3972,1314271
3973,1314317
3974,1314513
3975,1314691
3976,1314882
3977,1314933
3978,1315476
3979,1316136
3980,1316493
3981,1316634
3982,1316642
3983,1316940
3984,1317574
3985,1318058
3986,1318220
3987,1318265
3988,1318331
3989,1318486
3990,1318511
3991,1318548
3992,1318711
3993,1318717
3994,1318910
3995,1318949
3996,1319602
3997,1319731
3998,1319927
3999,1320383
4000,1320644
4001,1320651
4002,1320776
4003,1321313
4004,1321359
4005,1321386
4006,1322210
4007,1322279
4008,1322337
4009,1322472
4010,1322523
4011,1322580
4012,1323128
4013,1323604
4014,1323679
4015,1323905
4016,1324567
4017,1324667
4018,1324777
4019,1324908
4020,1324998
4021,1325405
4022,1326120
4023,1326348
4024,1326471
4025,1326570
4026,1326584
4027,1326863
4028,1327684
4029,1327719
4030,1328587
4031,1329464
4032,1329545
4033,1329647
4034,1330222
4035,1330231
4036,1330549
4037,1330734
4038,1330769
4039,1331174
4040,1331654
4041,1332445
4042,1332633
4043,1332845
4044,1332901
4045,1333052
4046,1333518
4047,1333734
4048,1334111
4049,1334236
4050,1334702
4051,1334972
4052,1335508
4053,1336061
4054,1336065
4055,1336153
4056,1336258
4057,1336358
4058,1336465
4059,1336706
4060,1337011
4061,1337261
4062,1337430
4063,1338240
4064,1338306
4065,1338713
4066,1339043
4067,1339498
4068,1339641
4069,1339725
4070,1339814
4071,1339900
4072,1340079
4073,1340196
4074,1340297
4075,1340628
4076,1341652
4077,1341804
4078,1342183
4079,1342989
4080,1343758
4081,1343934
4082,1344509
4083,1344899
4084,1345871
4085,1346077
4086,1346096
4087,1346148
4088,1346444
4089,1346459
4090,1346524
4091,1346637
4092,1346716
4093,1346967
4094,1347428
4095,1348091
4096,1348185
4097,1349171
4098,1349406
4099,1349555
4100,1349798
4101,1349992
4102,1350021
4103,1350073
4104,1350083
4105,1350140
4106,1350777
4107,1350922
4108,1350988
4109,1351151
4110,1351556
4111,1351564
4112,1351786
4113,1352405
4114,1352988
4115,1353005
4116,1353153
4117,1353156
4118,1353612
4119,1354188
4120,1355346
4121,1355632
4122,1356147
4123,1356646
4124,1356855
4125,1357495
4126,1357509
4127,1357618
4128,1357680
4129,1357903
4130,1357916
4131,1357973
4132,1358002
4133,1358477
4134,1358600
4135,1359311
4136,1359667
4137,1360141
4138,1360503
4139,1360635
4140,1360715
4141,1360829
4142,1360921
4143,1361307
4144,1361869
4145,1361892
4146,1361914
4147,1362007
4148,1362210
4149,1362332
4150,1362999
4151,1363700
4152,1363727
4153,1363807
4154,1364161
4155,1364377
4156,1364785
4157,1364982
4158,1365563
4159,1366396
4160,1367089
4161,1367143
4162,1367258
4163,1367385
4164,1367476
4165,1368028
4166,1368389
4167,1368712
4168,1369183
4169,1369240
4170,1369855
4171,1370098
4172,1370380
4173,1370614
4174,1370814
4175,1372248
4176,1372894
4177,1373154
4178,1373415
4179,1373881
4180,1374136
4181,1374143
4182,1374645
4183,1374909
4184,1374970
4185,1375098
4186,1375106
4187,1375108
4188,1375945
4189,1376266
4190,1376303
4191,1376451
4192,1376643
4193,1376649
4194,1376755
4195,1376839
4196,1376886
4197,1377134
4198,1377344
4199,1377615
4200,1377774
4201,1378816
4202,1378878
4203,1379144
4204,1379201
4205,1379285
4206,1379300
4207,1379445
4208,1379553
4209,1379586
4210,1380475
4211,1381070
4212,1381346
4213,1381453
4214,1381640
4215,1381867
4216,1382265
4217,1382429
4218,1382854
4219,1382909
4220,1383154
4221,1385104
4222,1385327
4223,1385557
4224,1386541
4225,1386589
4226,1388022
4227,1388104
4228,1388162
4229,1388440
4230,1389449
4231,1389673
4232,1389886
4233,1390000
4234,1390240
4235,1392457
4236,1392682
4237,1392770
4238,1393253
4239,1393316
4240,1393976
4241,1394394
4242,1394572
4243,1394838
4244,1394901
4245,1395063
4246,1395926
4247,1396298
4248,1396850
4249,1397469
4250,1397780
4251,1397795
4252,1398358
4253,1398362
4254,1399307
4255,1399625
4256,1399677
4257,1399718
4258,1399755
4259,1400270
4260,1400639
4261,1400744
4262,1400838
4263,1401128
4264,1401329
4265,1401512
4266,1401527
4267,1401559
4268,1401601
4269,1402103
4270,1402219
4271,1402231
4272,1403173
4273,1403341
4274,1403562
4275,1403788
4276,1404105
4277,1405420
4278,1405426
4279,1406001
4280,1406132
4281,1406344
4282,1406469
4283,1406861
4284,1407159
4285,1407160
4286,1407198
4287,1407515
4288,1409020
4289,1409279
4290,1410569
4291,1410699
4292,1410896
4293,1411185
4294,1411375
4295,1411899
4296,1412069
4297,1412224
4298,1413464
4299,1414051
4300,1414174
4301,1414198
4302,1414212
4303,1414463
4304,1415247
4305,1415686
4306,1415711
4307,1416116
4308,1416498
4309,1416550
4310,1416580
4311,1416697
4312,1416805
4313,1417146
4314,1417701
4315,1417930
4316,1418108
4317,1418363
4318,1418908
4319,1419214
4320,1419880
4321,1420357
4322,1420804
4323,1421406
4324,1421418
4325,1421691
4326,1421737
4327,1422004
4328,1422571
4329,1423542
4330,1424087
4331,1425069
4332,1425356
4333,1425360
4334,1425469
4335,1425856
4336,1426034
4337,1426039
4338,1426125
4339,1426390
4340,1426485
4341,1426523
4342,1426952
4343,1427069
4344,1427587
4345,1427590
4346,1427761
4347,1427875
4348,1428027
4349,1428078
4350,1428086
4351,1428284
4352,1428368
4353,1428997
4354,1429252
4355,1429492
4356,1429549
4357,1429989
4358,1430197
4359,1430595
4360,1430803
4361,1430968
4362,1431376
4363,1431688
4364,1431907
4365,1431963
4366,1432187
4367,1432249
4368,1433603
4369,1433827
4370,1433906
4371,1434060
4372,1434450
4373,1434806
4374,1434808
4375,1435666
4376,1436267
4377,1436347
4378,1436513
4379,1436888
4380,1437652
4381,1437891
4382,1438447
4383,1438992
4384,1439010
4385,1439498
4386,1439563
4387,1439591
4388,1439905
4389,1440047
4390,1440295
4391,1440397
4392,1441521
4393,1441834
4394,1442430
4395,1443061
4396,1443105
4397,1443177
4398,1444056
4399,1444475
4400,1444951
4401,1445101
4402,1445696
4403,1446001
4404,1446235
4405,1446290
4406,1446327
4407,1446356
4408,1446675
4409,1446839
4410,1447202
4411,1447331
4412,1447438
4413,1447767
4414,1447965
4415,1448056
4416,1448061
4417,1448132
4418,1448185
4419,1448306
4420,1449032
4421,1449824
4422,1450164
4423,1450327
4424,1450402
4425,1450891
4426,1451127
4427,1451935
4428,1452626
4429,1452686
4430,1452883
4431,1453012
4432,1453207
4433,1453367
4434,1453423
4435,1453554
4436,1454086
4437,1454634
4438,1455142
4439,1455231
4440,1455313
4441,1455657
4442,1455873
4443,1456070
4444,1456249
4445,1456293
4446,1456874
4447,1456963
4448,1457794
4449,1458329
4450,1458508
4451,1458576
4452,1458663
4453,1458789
4454,1458915
4455,1459714
4456,1460343
4457,1460426
4458,1460583
4459,1461139
4460,1461327
4461,1461348
4462,1461780
4463,1461945
4464,1462740
4465,1462741
4466,1463578
4467,1463759
4468,1464155
4469,1464248
4470,1464622
4471,1464746
4472,1465213
4473,1465836
4474,1466013
4475,1466324
4476,1466352
4477,1467688
4478,1468523
4479,1469128
4480,1469401
4481,1469620
4482,1469947
4483,1470198
4484,1470439
4485,1470507
4486,1471218
4487,1472727
4488,1472915
4489,1473040
4490,1473470
4491,1473900
4492,1474196
4493,1474620
4494,1474864
4495,1475017
4496,1475524
4497,1475742
4498,1475763
4499,1475791
4500,1476320
4501,1476342
4502,1476695
4503,1477221
4504,1477256
4505,1477339
4506,1478553
4507,1478594
4508,1479633
4509,1480070
4510,1480135
4511,1480300
4512,1480467
4513,1480653
4514,1480703
4515,1480813
4516,1481568
4517,1481697
4518,1482174
4519,1482332
4520,1482663
4521,1482730
4522,1483065
4523,1483318
4524,1483829
4525,1484161
4526,1484302
4527,1484697
4528,1484712
4529,1485118
4530,1485127
4531,1485589
4532,1486520
4533,1486735
4534,1487166
4535,1487524
4536,1487615
4537,1487775
4538,1488170
4539,1489263
4540,1489396
4541,1489482
4542,1489657
4543,1489943
4544,1490462
4545,1490658
4546,1490672
4547,1491001
4548,1491187
4549,1491271
4550,1492009
4551,1492510
4552,1492555
4553,1492802
4554,1493212
4555,1493476
4556,1494148
4557,1494544
4558,1494763
4559,1494785
4560,1494822
4561,1495587
4562,1495702
4563,1495754
4564,1495823
4565,1495846
4566,1495961
4567,1495984
4568,1496213
4569,1496312
4570,1496596
4571,1496683
4572,1497281
4573,1498108
4574,1498223
4575,1498466
4576,1498976
4577,1499075
4578,1499757
