group_id,id,size
1746,2042589,10
1747,1235058,2
1748,1519585,8
1749,883776,7
1750,1693204,8
1751,1326570,3
1752,279854,4
1753,1629621,1
1754,703402,3
1755,285099,4
1756,496306,3
1757,1626169,1
1758,2023392,2
1759,431280,2
1760,942816,1
1761,1991946,3
1762,679841,3
1763,179386,2
1764,1629590,4
1765,548934,4
1766,1135908,4
1767,1207988,2
1768,1416116,1
1769,1264820,2
1770,1448132,5
1771,2095668,3
1772,894080,1
1773,1118800,2
1774,726657,4
1775,264353,1
1776,1368712,2
1777,1626434,4
1778,401037,4
1779,442451,3
1780,948452,1
1781,395694,1
1782,1089132,1
1783,1803738,1
1784,2030871,1
1785,2017286,3
1786,1667325,1
1787,330183,4
1788,2043478,1
1789,49836,37
1790,1370380,36
1791,1680161,1
1792,380513,31
1793,1635041,1
1794,321864,1
1795,694782,33
1796,77985,1
1797,1072884,1
1798,1173017,41
1799,947419,1
1800,1122884,1
1801,206009,4
1802,1178973,5
1803,1401329,1
1804,1711765,3
1805,272033,1
1806,327664,5
1807,1685422,1
1808,1880302,1
1809,736288,1
1810,1402103,42
1811,522415,3
1812,695426,41
1813,1852033,1
1814,916271,30
1815,930960,1
1816,74204,1
1817,1748887,1
1818,1520446,1
1819,1322472,1
1820,349875,7
1821,453840,4
1822,1044665,5
1823,1038617,2
1824,593798,1
1825,1122128,40
1826,521178,1
1827,1655591,3
1828,884409,3
1829,167351,32
1830,1360635,1
1831,2003777,4
1832,1316634,5
1833,1135698,5
1834,1321313,4
1835,576890,5
1836,1858909,1
1837,554218,1
1838,404087,1
1839,1279049,34
1840,260080,3
1841,755541,43
1842,1288884,1
1843,396118,4
1844,1362999,5
1845,1274574,3
1846,1187061,7
1847,705510,6
1848,1493212,7
1849,1346444,3
1850,904007,1
1851,241275,1
1852,122981,1
1853,1834564,4
1854,330063,6
1855,1038231,1
1856,731580,3
1857,1195510,1
1858,925219,1
1859,1339725,4
1860,1735923,7
1861,895998,4
1862,1865024,5
1863,1495823,5
1864,1008021,5
1865,2004907,3
1866,1906784,5
1867,490354,4
1868,1962745,3
1869,1624236,6
1870,468233,4
1871,797308,3
1872,500535,3
1873,111015,2
1874,1065048,5
1875,1573175,5
1876,1426034,4
1877,1088607,5
1878,1477339,6
1879,1851962,5
1880,1318486,3
1881,395602,5
1882,1480135,7
1883,1793436,5
1884,618463,7
1885,1958457,7
1886,1310370,4
1887,1415247,3
1888,1968047,2
1889,680083,3
1890,1968814,3
1891,1450327,2
1892,150987,3
1893,1033375,3
1894,499898,5
1895,2088684,2
1896,1690009,4
1897,869906,4
1898,1308552,3
1899,1605640,4
1900,2077712,2
1901,1052740,2
